,Game_id,Date,HomeTeam,HomeRank,AwayTeam,AwayRank,Wins_Home,Losses_Home,Win Percent,Wins_Visitor,Losses_Visitor,Visitor Win Percentage
395,400595357,11/14/14,OSU,20,UMass Lowell,NR,1,0,[1.0],0,1,[0.0]
398,400595358,11/14/14,Penn State,NR,Morgan State,NR,1,0,[1.0],0,1,[0.0]
400,400595359,11/14/14,Maryland,NR,Wagner,NR,1,0,[1.0],0,1,[0.0]
401,400595360,11/14/14,Northwestern,NR,Houston Baptist,NR,1,0,[1.0],0,1,[0.0]
405,400595361,11/14/14,Iowa,NR,Hampton,NR,1,0,[1.0],0,1,[0.0]
406,400595362,11/15/14,Michigan,24,Hillsdale,NR,1,0,[1.0], ,,[0.0]
411,400595364,11/16/14,Illinois,NR,Coppin State,NR,2,0,[1.0],0,2,[0.0]
420,400595367,11/18/14,Nebraska,21,Cent Arkansas,NR,2,0,[1.0],0,3,[0.0]
423,400595369,11/19/14,Wisconsin,3,Green Bay,NR,3,0,[1.0],1,1,[0.5]
425,400595371,11/20/14,Michigan,24,Detroit,NR,3,0,[1.0],1,2,[0.3333333333333333]
427,400595372,11/20/14,Purdue,NR,Grambling St,NR,3,0,[1.0],1,2,[0.3333333333333333]
431,400595373,11/20/14,Minnesota,NR,Franklin Pierce,NR,2,1,[0.6666666666666666], ,,[0.0]
434,400595375,11/21/14,Illinois,NR,Austin Peay,NR,3,0,[1.0],1,3,[0.25]
436,400595379,11/22/14,Northwestern,NR,Elon,NR,4,0,[1.0],1,2,[0.3333333333333333]
440,400595381,11/23/14,OSU,20,Sacred Heart,NR,3,0,[1.0],1,2,[0.3333333333333333]
442,400595383,11/24/14,Michigan State,20,Santa Clara,NR,3,1,[0.75],2,2,[0.5]
464,400595388,11/28/14,Rutgers,NR,Vanderbilt,NR,3,2,[0.6],4,1,[0.8]
465,400595389,11/28/14,Nebraska,NR,UT Martin,NR,4,1,[0.8],3,2,[0.6]
494,400595396,12/6/14,Michigan State,19,AR-Pine Bluff,NR,6,3,[0.6666666666666666],1,7,[0.125]
498,400595397,12/6/14,Indiana,NR,Savannah State,NR,7,1,[0.875],3,6,[0.3333333333333333]
491,400595398,12/6/14,Iowa,NR,UMBC,NR,7,2,[0.7777777777777778],0,8,[0.0]
503,400595402,12/9/14,Rutgers,NR,UNH,NR,5,4,[0.5555555555555556],5,3,[0.625]
511,400595404,12/10/14,Nebraska,NR,Incarnate Word,NR,5,3,[0.625],6,1,[0.8571428571428571]
512,400595405,12/10/14,Milwaukee,NR,Wisconsin,5,4,6,[0.4],9,1,[0.9]
516,400595408,12/13/14,OSU,12,Morehead State,NR,8,1,[0.8888888888888888],4,8,[0.3333333333333333]
517,400595409,12/13/14,Wisconsin,5,Nicholls State,NR,10,1,[0.9090909090909091],1,5,[0.16666666666666666]
522,400595410,12/13/14,Vanderbilt,NR,Purdue,NR,6,2,[0.75],8,3,[0.7272727272727273]
524,400595412,12/14/14,Northwestern,NR,Miss Valley St,NR,6,3,[0.6666666666666666],1,8,[0.1111111111111111]
525,400595413,12/14/14,Michigan State,NR,Oakland,NR,7,3,[0.7],4,6,[0.4]
526,400595415,12/17/14,OSU,12,NC A&T,NR,9,1,[0.9],1,11,[0.08333333333333333]
533,400595418,12/20/14,Illinois,NR,Missouri,NR,9,3,[0.75],5,6,[0.45454545454545453]
534,400595419,12/20/14,Penn State,NR,Drexel,NR,11,1,[0.9166666666666666],2,8,[0.2]
535,400595420,12/20/14,Rutgers,NR,St Francis (PA),NR,6,5,[0.5454545454545454],6,4,[0.6]
537,400595421,12/20/14,Northwestern,NR,W Michigan,NR,7,4,[0.6363636363636364],6,4,[0.6]
538,400595422,12/20/14,Michigan State,25,Texas Southern,NR,8,4,[0.6666666666666666],2,8,[0.2]
546,400595425,12/22/14,Indiana,NR,New Orleans,NR,10,2,[0.8333333333333334],3,5,[0.375]
549,400595426,12/22/14,Michigan,NR,Coppin State,NR,7,5,[0.5833333333333334],1,10,[0.09090909090909091]
551,400595427,12/22/14,Hawaii,NR,Nebraska,NR,9,3,[0.75],6,4,[0.6]
558,400595431,12/27/14,Maryland,15,Oakland,NR,12,1,[0.9230769230769231],4,10,[0.2857142857142857]
556,400595432,12/27/14,Minnesota,NR,UNC-Wilmington,NR,11,2,[0.8461538461538461],5,5,[0.5]
559,400595433,12/27/14,OSU,21,Wright State,NR,11,2,[0.8461538461538461],8,6,[0.5714285714285714]
564,400595435,12/30/14,OSU,20,Iowa,NR,11,3,[0.7857142857142857],10,4,[0.7142857142857143]
565,400595436,12/30/14,Michigan,NR,Illinois,NR,8,5,[0.6153846153846154],10,4,[0.7142857142857143]
566,400595437,12/30/14,Michigan State,NR,Maryland,12,9,5,[0.6428571428571429],13,1,[0.9285714285714286]
569,400595438,12/31/14,Nebraska,NR,Indiana,NR,8,5,[0.6153846153846154],11,3,[0.7857142857142857]
568,400595439,12/31/14,Purdue,NR,Minnesota,NR,9,5,[0.6428571428571429],11,3,[0.7857142857142857]
567,400595440,12/31/14,Wisconsin,4,Penn State,NR,13,1,[0.9285714285714286],12,2,[0.8571428571428571]
570,400595441,1/3/15,Maryland,12,Minnesota,NR,14,1,[0.9333333333333333],11,4,[0.7333333333333333]
571,400595442,1/3/15,Purdue,NR,Michigan,NR,10,5,[0.6666666666666666],8,6,[0.5714285714285714]
572,400595443,1/3/15,OSU,20,Illinois,NR,12,3,[0.8],10,5,[0.6666666666666666]
573,400595444,1/3/15,Rutgers,NR,Penn State,NR,9,6,[0.6],12,3,[0.8]
574,400595445,1/4/15,Northwestern,NR,Wisconsin,4,10,5,[0.6666666666666666],14,1,[0.9333333333333333]
575,400595446,1/5/15,Michigan State,NR,Indiana,NR,10,5,[0.6666666666666666],11,4,[0.7333333333333333]
576,400595447,1/5/15,Iowa,NR,Nebraska,NR,11,4,[0.7333333333333333],8,6,[0.5714285714285714]
577,400595448,1/6/15,Penn State,NR,Michigan,NR,12,4,[0.75],9,6,[0.6]
578,400595449,1/6/15,Minnesota,NR,OSU,22,11,5,[0.6875],13,3,[0.8125]
579,400595450,1/7/15,Wisconsin,4,Purdue,NR,15,1,[0.9375],10,6,[0.625]
580,400595451,1/7/15,Illinois,NR,Maryland,11,11,5,[0.6875],14,2,[0.875]
581,400595452,1/8/15,Iowa,NR,Michigan State,NR,11,5,[0.6875],11,5,[0.6875]
582,400595453,1/8/15,Nebraska,NR,Rutgers,NR,9,6,[0.6],9,7,[0.5625]
583,400595454,1/10/15,Indiana,NR,OSU,22,12,4,[0.75],13,4,[0.7647058823529411]
584,400595455,1/10/15,Michigan,NR,Minnesota,NR,10,6,[0.625],11,6,[0.6470588235294118]
585,400595456,1/10/15,Purdue,NR,Maryland,11,10,7,[0.5882352941176471],15,2,[0.8823529411764706]
588,400595457,1/11/15,Nebraska,NR,Illinois,NR,10,6,[0.625],11,6,[0.6470588235294118]
586,400595458,1/11/15,Michigan State,NR,Northwestern,NR,12,5,[0.7058823529411765],10,6,[0.625]
587,400595459,1/11/15,Rutgers,NR,Wisconsin,4,10,7,[0.5882352941176471],15,2,[0.8823529411764706]
589,400595460,1/13/15,Indiana,NR,Penn State,NR,13,4,[0.7647058823529411],12,5,[0.7058823529411765]
590,400595461,1/13/15,OSU,NR,Michigan,NR,14,4,[0.7777777777777778],10,7,[0.5882352941176471]
591,400595462,1/13/15,Minnesota,NR,Iowa,NR,11,7,[0.6111111111111112],12,5,[0.7058823529411765]
592,400595463,1/14/15,Maryland,14,Rutgers,NR,16,2,[0.8888888888888888],10,8,[0.5555555555555556]
593,400595464,1/14/15,Northwestern,NR,Illinois,NR,10,7,[0.5882352941176471],12,6,[0.6666666666666666]
594,400595465,1/15/15,Wisconsin,7,Nebraska,NR,16,2,[0.8888888888888888],10,7,[0.5882352941176471]
595,400595466,1/17/15,Minnesota,NR,Rutgers,NR,12,7,[0.631578947368421],10,9,[0.5263157894736842]
596,400595467,1/17/15,Penn State,NR,Purdue,NR,12,6,[0.6666666666666666],11,7,[0.6111111111111112]
597,400595468,1/17/15,Iowa,NR,OSU,NR,13,5,[0.7222222222222222],14,5,[0.7368421052631579]
598,400595469,1/17/15,Maryland,14,Michigan State,NR,17,2,[0.8947368421052632],12,6,[0.6666666666666666]
599,400595470,1/17/15,Michigan,NR,Northwestern,NR,11,7,[0.6111111111111112],10,8,[0.5555555555555556]
600,400595471,1/18/15,Illinois,NR,Indiana,NR,12,7,[0.631578947368421],14,4,[0.7777777777777778]
601,400595472,1/20/15,Rutgers,NR,Michigan,NR,10,10,[0.5],12,7,[0.631578947368421]
602,400595473,1/20/15,Nebraska,NR,Minnesota,NR,11,7,[0.6111111111111112],12,8,[0.6]
603,400595474,1/20/15,Wisconsin,6,Iowa,25,17,2,[0.8947368421052632],13,6,[0.6842105263157895]
604,400595475,1/21/15,Michigan State,NR,Penn State,NR,13,6,[0.6842105263157895],12,7,[0.631578947368421]
605,400595477,1/22/15,Northwestern,NR,OSU,NR,10,9,[0.5263157894736842],15,5,[0.75]
606,400595478,1/22/15,Indiana,23,Maryland,13,15,4,[0.7894736842105263],17,3,[0.85]
607,400595480,1/24/15,Purdue,NR,Iowa,25,12,8,[0.6],13,7,[0.65]
609,400595481,1/24/15,Minnesota,NR,Illinois,NR,13,8,[0.6190476190476191],13,8,[0.6190476190476191]
611,400595482,1/24/15,Michigan,NR,Wisconsin,6,12,8,[0.6],18,2,[0.9]
610,400595483,1/24/15,Nebraska,NR,Michigan State,NR,12,7,[0.631578947368421],13,7,[0.65]
612,400595484,1/25/15,OSU,NR,Indiana,23,16,5,[0.7619047619047619],15,5,[0.75]
613,400595485,1/25/15,Maryland,13,Northwestern,NR,18,3,[0.8571428571428571],10,10,[0.5]
614,400595486,1/27/15,Michigan,NR,Nebraska,NR,13,8,[0.6190476190476191],12,8,[0.6]
615,400595488,1/28/15,Penn State,NR,Minnesota,NR,14,7,[0.6666666666666666],13,9,[0.5909090909090909]
616,400595489,1/28/15,Purdue,NR,Indiana,22,13,8,[0.6190476190476191],15,6,[0.7142857142857143]
618,400595490,1/29/15,OSU,NR,Maryland,16,17,5,[0.7727272727272727],18,4,[0.8181818181818182]
619,400595491,1/31/15,Iowa,NR,Wisconsin,5,13,8,[0.6190476190476191],19,2,[0.9047619047619048]
620,400595492,1/31/15,Illinois,NR,Penn State,NR,14,8,[0.6363636363636364],14,8,[0.6363636363636364]
621,400595493,1/31/15,Indiana,22,Rutgers,NR,16,6,[0.7272727272727273],10,13,[0.43478260869565216]
622,400595494,1/31/15,Minnesota,NR,Nebraska,NR,14,9,[0.6086956521739131],12,9,[0.5714285714285714]
623,400595495,1/31/15,Northwestern,NR,Purdue,NR,10,11,[0.47619047619047616],14,8,[0.6363636363636364]
624,400595496,2/1/15,Michigan State,NR,Michigan,NR,15,7,[0.6818181818181818],13,9,[0.5909090909090909]
625,400595497,2/3/15,Wisconsin,5,Indiana,NR,20,2,[0.9090909090909091],16,7,[0.6956521739130435]
626,400595498,2/3/15,Nebraska,NR,Northwestern,NR,13,9,[0.5909090909090909],10,12,[0.45454545454545453]
627,400595499,2/3/15,Illinois,NR,Rutgers,NR,15,8,[0.6521739130434783],10,14,[0.4166666666666667]
628,400595500,2/4/15,Purdue,NR,OSU,20,15,8,[0.6521739130434783],17,6,[0.7391304347826086]
629,400595501,2/4/15,Maryland,17,Penn State,NR,19,4,[0.8260869565217391],14,9,[0.6086956521739131]
630,400595502,2/5/15,Michigan,NR,Iowa,NR,13,10,[0.5652173913043478],14,8,[0.6363636363636364]
631,400595503,2/7/15,Michigan State,NR,Illinois,NR,15,8,[0.6521739130434783],16,8,[0.6666666666666666]
632,400595504,2/7/15,Minnesota,NR,Purdue,NR,15,9,[0.625],15,9,[0.625]
633,400595505,2/7/15,Penn State,NR,Nebraska,NR,15,9,[0.625],13,10,[0.5652173913043478]
634,400595506,2/7/15,Wisconsin,5,Northwestern,NR,21,2,[0.9130434782608695],10,13,[0.43478260869565216]
635,400595507,2/8/15,Indiana,NR,Michigan,NR,17,7,[0.7083333333333334],13,11,[0.5416666666666666]
636,400595508,2/8/15,Iowa,NR,Maryland,17,15,8,[0.6521739130434783],19,5,[0.7916666666666666]
637,400595510,2/10/15,Northwestern,NR,Michigan State,NR,10,14,[0.4166666666666667],16,8,[0.6666666666666666]
638,400595511,2/10/15,Nebraska,NR,Wisconsin,5,13,11,[0.5416666666666666],22,2,[0.9166666666666666]
639,400595512,2/11/15,OSU,23,Penn State,NR,19,6,[0.76],15,10,[0.6]
640,400595513,2/11/15,Maryland,19,Indiana,NR,20,5,[0.8],17,8,[0.68]
641,400595514,2/12/15,Iowa,NR,Minnesota,NR,15,9,[0.625],16,9,[0.64]
642,400595515,2/12/15,Rutgers,NR,Purdue,NR,10,16,[0.38461538461538464],16,9,[0.64]
643,400595516,2/12/15,Illinois,NR,Michigan,NR,17,8,[0.68],13,12,[0.52]
644,400595517,2/14/15,Michigan State,NR,OSU,23,17,8,[0.68],19,7,[0.7307692307692307]
645,400595518,2/14/15,Penn State,NR,Maryland,19,15,11,[0.5769230769230769],21,5,[0.8076923076923077]
646,400595519,2/15/15,Wisconsin,5,Illinois,NR,23,2,[0.92],17,9,[0.6538461538461539]
647,400595520,2/15/15,Northwestern,NR,Iowa,NR,11,14,[0.44],15,10,[0.6]
648,400595521,2/15/15,Purdue,NR,Nebraska,NR,17,9,[0.6538461538461539],13,12,[0.52]
649,400595522,2/15/15,Indiana,NR,Minnesota,NR,18,8,[0.6923076923076923],16,10,[0.6153846153846154]
650,400595523,2/17/15,Michigan,NR,Michigan State,NR,13,13,[0.5],18,8,[0.6923076923076923]
651,400595524,2/18/15,Penn State,NR,Wisconsin,5,15,12,[0.5555555555555556],24,2,[0.9230769230769231]
652,400595525,2/18/15,Minnesota,NR,Northwestern,NR,16,11,[0.5925925925925926],12,14,[0.46153846153846156]
654,400595526,2/19/15,Indiana,NR,Purdue,NR,18,9,[0.6666666666666666],18,9,[0.6666666666666666]
653,400595527,2/19/15,Maryland,16,Nebraska,NR,22,5,[0.8148148148148148],13,13,[0.5]
655,400595528,2/19/15,Iowa,NR,Rutgers,NR,16,10,[0.6153846153846154],10,17,[0.37037037037037035]
656,400595529,2/21/15,Wisconsin,5,Minnesota,NR,25,2,[0.9259259259259259],16,12,[0.5714285714285714]
657,400595530,2/21/15,Northwestern,NR,Penn State,NR,13,14,[0.48148148148148145],15,13,[0.5357142857142857]
661,400595531,2/22/15,Illinois,NR,Michigan State,NR,17,10,[0.6296296296296297],19,8,[0.7037037037037037]
658,400595532,2/22/15,Michigan,NR,OSU,24,14,13,[0.5185185185185185],19,8,[0.7037037037037037]
659,400595533,2/22/15,Nebraska,NR,Iowa,NR,13,14,[0.48148148148148145],17,10,[0.6296296296296297]
660,400595534,2/22/15,Rutgers,NR,Indiana,NR,10,18,[0.35714285714285715],19,9,[0.6785714285714286]
662,400595535,2/24/15,Maryland,14,Wisconsin,5,23,5,[0.8214285714285714],25,3,[0.8928571428571429]
663,400595536,2/25/15,Northwestern,NR,Indiana,NR,14,14,[0.5],19,10,[0.6551724137931034]
664,400595537,2/25/15,Iowa,NR,Illinois,NR,18,10,[0.6428571428571429],17,11,[0.6071428571428571]
665,400595538,2/26/15,Michigan State,NR,Minnesota,NR,19,9,[0.6785714285714286],17,12,[0.5862068965517241]
666,400595539,2/26/15,OSU,NR,Nebraska,NR,20,8,[0.7142857142857143],13,15,[0.4642857142857143]
667,400595540,2/26/15,Purdue,NR,Rutgers,NR,19,9,[0.6785714285714286],10,19,[0.3448275862068966]
669,400595541,2/28/15,Penn State,NR,Iowa,NR,15,14,[0.5172413793103449],19,10,[0.6551724137931034]
670,400595542,2/28/15,Illinois,NR,Northwestern,NR,18,11,[0.6206896551724138],14,15,[0.4827586206896552]
668,400595543,2/28/15,Maryland,14,Michigan,NR,24,5,[0.8275862068965517],14,14,[0.5]
671,400595544,3/1/15,Wisconsin,5,Michigan State,NR,26,3,[0.896551724137931],19,10,[0.6551724137931034]
672,400595545,3/1/15,OSU,NR,Purdue,NR,21,8,[0.7241379310344828],19,10,[0.6551724137931034]
674,400595546,3/3/15,Indiana,NR,Iowa,NR,19,11,[0.6333333333333333],20,10,[0.6666666666666666]
673,400595547,3/3/15,Rutgers,NR,Maryland,10,10,20,[0.3333333333333333],25,5,[0.8333333333333334]
675,400595548,3/3/15,Northwestern,NR,Michigan,NR,15,15,[0.5],14,15,[0.4827586206896552]
676,400595549,3/4/15,Penn State,NR,OSU,23,15,15,[0.5],22,8,[0.7333333333333333]
677,400595550,3/4/15,Michigan State,NR,Purdue,NR,20,10,[0.6666666666666666],19,11,[0.6333333333333333]
678,400595551,3/4/15,Illinois,NR,Nebraska,NR,19,11,[0.6333333333333333],13,16,[0.4482758620689655]
679,400595552,3/5/15,Minnesota,NR,Wisconsin,6,17,13,[0.5666666666666667],27,3,[0.9]
682,400595553,3/7/15,Michigan,NR,Rutgers,NR,15,15,[0.5],10,21,[0.3225806451612903]
680,400595554,3/7/15,Iowa,NR,Northwestern,NR,21,10,[0.6774193548387096],15,16,[0.4838709677419355]
683,400595555,3/7/15,Purdue,NR,Illinois,NR,20,11,[0.6451612903225806],19,12,[0.6129032258064516]
681,400595556,3/7/15,Indiana,NR,Michigan State,NR,19,12,[0.6129032258064516],21,10,[0.6774193548387096]
685,400595557,3/8/15,OSU,23,Wisconsin,6,22,9,[0.7096774193548387],28,3,[0.9032258064516129]
686,400595558,3/8/15,Nebraska,NR,Maryland,10,13,17,[0.43333333333333335],26,5,[0.8387096774193549]
684,400595559,3/8/15,Minnesota,NR,Penn State,NR,17,14,[0.5483870967741935],16,15,[0.5161290322580645]
694,400595561,11/14/14,Texas A&M,NR,Northwestern St,NR,1,0,[1.0],0,1,[0.0]
753,400595581,11/28/14,Texas A&M,NR,New Orleans,NR,4,1,[0.8],1,2,[0.3333333333333333]
469,400595587,11/29/14,Michigan,19,Nicholls State,NR,5,1,[0.8333333333333334],0,4,[0.0]
760,400595590,11/29/14,LSU,NR,McNeese State,NR,4,2,[0.6666666666666666],2,2,[0.5]
770,400595593,12/3/14,Texas A&M,NR,Sam Houston,NR,5,1,[0.8333333333333334],4,3,[0.5714285714285714]
799,400595602,12/13/14,LSU,NR,Sam Houston,NR,7,2,[0.7777777777777778],5,4,[0.5555555555555556]
835,400595615,12/28/14,Arkansas,NR,Northwestern St,NR,10,2,[0.8333333333333334],4,6,[0.4]
841,400595622,12/30/14,Miss St,NR,McNeese State,NR,6,6,[0.5],6,5,[0.5454545454545454]
552,400596021,12/23/14,Rutgers,NR,Sacred Heart,NR,7,5,[0.5833333333333334],6,5,[0.5454545454545454]
439,400596029,11/23/14,Rutgers,NR,St Francis (BKN),NR,2,1,[0.6666666666666666],0,3,[0.0]
828,400596107,12/22/14,Arkansas,NR,Milwaukee,NR,9,2,[0.8181818181818182],5,8,[0.38461538461538464]
861,400596111,1/6/15,Vanderbilt,NR,Auburn,NR,11,3,[0.7857142857142857],8,6,[0.5714285714285714]
872,400596116,1/10/15,LSU,NR,Georgia,NR,12,3,[0.8],9,5,[0.6428571428571429]
873,400596117,1/13/15,Tennessee,NR,Arkansas,19,10,5,[0.6666666666666666],13,3,[0.8125]
1162,400596121,1/15/15,G Washington,NR,Richmond,NR,13,4,[0.7647058823529411],9,8,[0.5294117647058824]
885,400596126,1/17/15,Arkansas,19,Ole Miss,NR,13,4,[0.7647058823529411],11,6,[0.6470588235294118]
608,400596131,1/24/15,Penn State,NR,Rutgers,NR,13,7,[0.65],10,11,[0.47619047619047616]
734,400596324,11/23/14,Vanderbilt,NR,Tennessee St,NR,3,0,[1.0],2,2,[0.5]
768,400596334,12/2/14,Missouri,NR,SE Missouri St,NR,4,3,[0.5714285714285714],3,4,[0.42857142857142855]
787,400596339,12/7/14,Kentucky,1,E Kentucky,NR,9,0,[1.0],4,3,[0.5714285714285714]
821,400596346,12/20/14,Arkansas,NR,SE Missouri St,NR,8,2,[0.8],5,6,[0.45454545454545453]
827,400596347,12/22/14,Ole Miss,NR,SE Missouri St,NR,8,3,[0.7272727272727273],5,7,[0.4166666666666667]
834,400596349,12/27/14,Tennessee,NR,Tennessee St,NR,7,4,[0.6363636363636364],2,11,[0.15384615384615385]
852,400596364,1/3/15,Ole Miss,NR,Austin Peay,NR,9,4,[0.6923076923076923],5,9,[0.35714285714285715]
856,400596489,1/3/15,Texas A&M,NR,Hartford,NR,9,3,[0.75],7,7,[0.5]
687,400597287,11/14/14,Florida,7,William & Mary,NR,1,0,[1.0],0,1,[0.0]
696,400597288,11/14/14,Alabama,NR,Towson,NR,1,0,[1.0],0,1,[0.0]
697,400597289,11/14/14,Auburn,NR,Milwaukee,NR,1,0,[1.0],0,1,[0.0]
700,400597290,11/16/14,Vanderbilt,NR,Trevecca,NR,1,0,[1.0], ,,[0.0]
702,400597291,11/16/14,Missouri,NR,Valparaiso,NR,1,1,[0.5],1,1,[0.5]
701,400597292,11/16/14,Arkansas,NR,Alabama State,NR,1,0,[1.0],1,1,[0.5]
705,400597293,11/17/14,Miss St,NR,Miss Valley St,NR,2,0,[1.0],0,2,[0.0]
709,400597294,11/18/14,Georgia,NR,Stony Brook,NR,1,1,[0.5],1,1,[0.5]
715,400597295,11/20/14,Tennessee,NR,Texas Southern,NR,1,1,[0.5],0,3,[0.0]
726,400597296,11/21/14,Arkansas,NR,Delaware State,NR,3,0,[1.0],2,2,[0.5]
738,400597297,11/24/14,Miss St,NR,Clayton,NR,4,0,[1.0], ,,[0.0]
782,400597298,12/6/14,Tulane,NR,Miss St,NR,7,1,[0.875],5,2,[0.7142857142857143]
791,400597299,12/11/14,Missouri,NR,Elon,NR,5,4,[0.5555555555555556],5,4,[0.5555555555555556]
792,400597300,12/12/14,Florida,NR,Texas Southern,NR,5,4,[0.5555555555555556],1,7,[0.125]
798,400597302,12/13/14,Texas A&M,NR,Youngstown St,NR,7,2,[0.7777777777777778],7,5,[0.5833333333333334]
812,400597303,12/19/14,Alabama,NR,Stillman,NR,7,3,[0.7], ,,[0.0]
813,400597304,12/19/14,Tennessee,NR,Tenn Tech,NR,5,4,[0.5555555555555556],6,5,[0.5454545454545454]
822,400597305,12/21/14,South Carolina,NR,Coker,NR,7,3,[0.7], ,,[0.0]
829,400597306,12/22/14,LSU,NR,Charleston,NR,9,2,[0.8181818181818182],5,7,[0.4166666666666667]
831,400597307,12/23/14,Auburn,NR,Texas Southern,NR,6,5,[0.5454545454545454],2,9,[0.18181818181818182]
842,400597309,12/30/14,Texas A&M,NR,Mercer,NR,8,3,[0.7272727272727273],6,8,[0.42857142857142855]
849,400597312,1/3/15,Auburn,NR,North Alabama,NR,8,5,[0.6153846153846154], ,,[0.0]
853,400597313,1/3/15,Georgia,NR,Norfolk State,NR,9,3,[0.75],9,7,[0.5625]
854,400597314,1/3/15,Arkansas,NR,Utah Valley,NR,11,2,[0.8461538461538461],5,9,[0.35714285714285715]
858,400597315,1/3/15,LSU,NR,Savannah State,NR,11,2,[0.8461538461538461],3,10,[0.23076923076923078]
860,400597316,1/6/15,Georgia,NR,Arkansas,23,9,4,[0.6923076923076923],12,2,[0.8571428571428571]
859,400597317,1/6/15,Kentucky,1,Ole Miss,NR,14,0,[1.0],9,5,[0.6428571428571429]
862,400597318,1/6/15,Alabama,NR,Texas A&M,NR,11,3,[0.7857142857142857],9,4,[0.6923076923076923]
863,400597319,1/7/15,South Carolina,NR,Florida,NR,9,4,[0.6923076923076923],8,6,[0.5714285714285714]
864,400597320,1/7/15,Miss St,NR,Tennessee,NR,7,7,[0.5],9,4,[0.6923076923076923]
865,400597321,1/8/15,Missouri,NR,LSU,NR,7,7,[0.5],11,3,[0.7857142857142857]
866,400597322,1/10/15,Texas A&M,NR,Kentucky,1,9,5,[0.6428571428571429],15,0,[1.0]
867,400597323,1/10/15,Tennessee,NR,Alabama,NR,9,5,[0.6428571428571429],12,3,[0.8]
868,400597324,1/10/15,Arkansas,23,Vanderbilt,NR,13,2,[0.8666666666666667],11,4,[0.7333333333333333]
869,400597325,1/10/15,Ole Miss,NR,South Carolina,NR,10,5,[0.6666666666666666],9,5,[0.6428571428571429]
870,400597326,1/10/15,Auburn,NR,Missouri,NR,9,6,[0.6],7,8,[0.4666666666666667]
871,400597327,1/10/15,Florida,NR,Miss St,NR,9,6,[0.6],7,8,[0.4666666666666667]
874,400597328,1/13/15,South Carolina,NR,Alabama,NR,10,5,[0.6666666666666666],12,4,[0.75]
875,400597330,1/13/15,Texas A&M,NR,Miss St,NR,10,5,[0.6666666666666666],7,9,[0.4375]
876,400597331,1/14/15,Ole Miss,NR,LSU,NR,10,6,[0.625],13,3,[0.8125]
877,400597332,1/14/15,Vanderbilt,NR,Georgia,NR,11,5,[0.6875],10,5,[0.6666666666666666]
878,400597333,1/15/15,Florida,NR,Auburn,NR,10,6,[0.625],9,7,[0.5625]
879,400597334,1/17/15,LSU,NR,Texas A&M,NR,13,4,[0.7647058823529411],11,5,[0.6875]
880,400597335,1/17/15,Georgia,NR,Florida,NR,11,5,[0.6875],10,7,[0.5882352941176471]
881,400597336,1/17/15,Alabama,NR,Kentucky,1,12,5,[0.7058823529411765],17,0,[1.0]
882,400597337,1/17/15,Miss St,NR,Vanderbilt,NR,8,9,[0.47058823529411764],11,6,[0.6470588235294118]
883,400597338,1/17/15,Missouri,NR,Tennessee,NR,7,10,[0.4117647058823529],11,5,[0.6875]
884,400597339,1/17/15,Auburn,NR,South Carolina,NR,10,7,[0.5882352941176471],10,6,[0.625]
886,400597340,1/20/15,Florida,NR,LSU,NR,10,8,[0.5555555555555556],14,4,[0.7777777777777778]
887,400597341,1/20/15,Georgia,NR,Ole Miss,NR,12,5,[0.7058823529411765],11,7,[0.6111111111111112]
889,400597342,1/20/15,South Carolina,NR,Tennessee,NR,10,7,[0.5882352941176471],12,5,[0.7058823529411765]
888,400597343,1/20/15,Kentucky,1,Vanderbilt,NR,18,0,[1.0],11,7,[0.6111111111111112]
890,400597344,1/21/15,Texas A&M,NR,Missouri,NR,12,5,[0.7058823529411765],7,11,[0.3888888888888889]
891,400597345,1/21/15,Auburn,NR,Miss St,NR,10,8,[0.5555555555555556],9,9,[0.5]
892,400597346,1/22/15,Arkansas,NR,Alabama,NR,14,4,[0.7777777777777778],12,6,[0.6666666666666666]
893,400597347,1/24/15,South Carolina,NR,Kentucky,1,10,8,[0.5555555555555556],19,0,[1.0]
894,400597348,1/24/15,Tennessee,NR,Texas A&M,NR,12,6,[0.6666666666666666],13,5,[0.7222222222222222]
895,400597349,1/24/15,Missouri,NR,Arkansas,NR,7,12,[0.3684210526315789],15,4,[0.7894736842105263]
896,400597350,1/24/15,Miss St,NR,Georgia,NR,9,10,[0.47368421052631576],13,5,[0.7222222222222222]
897,400597351,1/24/15,Vanderbilt,NR,LSU,NR,11,8,[0.5789473684210527],15,4,[0.7894736842105263]
898,400597352,1/24/15,Ole Miss,NR,Florida,NR,12,7,[0.631578947368421],10,9,[0.5263157894736842]
899,400597353,1/24/15,Alabama,NR,Auburn,NR,13,6,[0.6842105263157895],10,9,[0.5263157894736842]
900,400597354,1/27/15,Georgia,NR,Vanderbilt,NR,14,5,[0.7368421052631579],11,9,[0.55]
901,400597355,1/27/15,Alabama,NR,Florida,NR,13,7,[0.65],11,9,[0.55]
902,400597356,1/27/15,Arkansas,NR,Tennessee,NR,16,4,[0.8],12,7,[0.631578947368421]
903,400597357,1/27/15,Auburn,NR,Texas A&M,NR,10,10,[0.5],14,5,[0.7368421052631579]
904,400597358,1/28/15,LSU,NR,South Carolina,NR,16,4,[0.8],10,9,[0.5263157894736842]
905,400597359,1/28/15,Ole Miss,NR,Miss St,NR,13,7,[0.65],9,11,[0.45]
